ex55838|f 3:11 4:3 10:1 11:10 12:1 13:1 15:1 16:6 20:1 24:1 25:1 26:1 27:1 28:4 34:1 35:4 36:1 40:1 42:2 44:2 46:11 49:2 54:21 55:1 56:2 60:1 61:4 62:1 64:1 66:2 69:1 73:4 80:1 87:1 92:1 
ex55839|f 11:1 14:1 15:1 24:1 25:4 33:1 40:1 43:1 45:1 64:1 67:2 74:1 86:1 88:6 
ex55840|f 22:1 25:1 39:1 41:1 47:1 48:2 66:1 68:1 86:1 
ex55841|f 3:2 4:1 9:1 13:2 14:4 15:5 16:2 25:1 28:2 31:1 33:2 35:4 38:2 43:11 54:3 56:1 59:1 62:1 64:1 70:3 72:7 74:3 85:17 86:5 87:1 88:2 89:2 92:1 
ex55842|f 3:7 4:5 11:6 12:1 13:4 16:4 18:1 19:1 22:4 24:10 25:1 26:14 27:10 28:2 29:1 31:12 32:1 35:2 38:1 42:1 44:2 46:10 48:7 49:2 50:1 52:2 54:23 56:1 57:4 60:18 61:3 62:2 64:2 66:1 67:4 68:1 72:1 73:1 80:10 82:1 83:3 85:3 86:1 87:1 89:3 92:5 
ex55843|f 13:1 14:1 15:25 16:7 18:1 22:4 24:1 25:1 26:1 33:2 34:1 35:1 40:2 54:2 62:3 65:2 67:1 70:3 72:12 73:1 80:1 85:4 88:2 
ex55844|f 3:1 4:1 8:2 14:2 15:21 16:4 20:2 21:2 25:1 26:1 33:3 35:1 42:4 43:1 44:4 48:2 50:1 53:1 54:4 62:3 70:4 72:9 78:1 82:1 85:4 87:2 88:1 89:1 92:1 
ex55845|f 12:1 14:3 25:7 40:2 53:1 62:1 76:1 
ex55846|f 2:3 4:1 8:2 9:1 10:6 14:2 15:2 16:1 20:10 22:4 24:9 25:1 30:1 32:3 36:2 37:3 38:1 44:2 45:1 50:1 54:2 55:1 58:3 59:1 60:1 62:1 64:2 65:1 66:2 67:10 69:2 70:1 71:1 72:2 78:1 83:1 85:3 86:1 87:1 90:6 
ex55847|f 1:2 14:4 25:6 29:1 36:1 40:5 48:8 55:1 67:1 76:2 86:1 
ex55848|f 4:2 11:17 21:2 24:8 27:18 33:1 35:1 39:1 40:1 44:1 46:6 48:1 52:2 54:3 58:10 61:3 73:1 74:2 76:1 80:5 88:1 92:1 
ex55849|f 8:1 24:1 33:1 34:19 36:1 40:1 62:1 
